Gene_symbol,Chrom,CDS_Begin,CDS_End,MGI_lethal,IMPC,EG,NLG,RVIS_ExAc_score,RVIS_ExAc_perc,pLI_score,pLI_perc,HGMD_tag,OMIM_disorder
NANOGP8,15,35084193,35085110,N,.,N,N,.,.,.,.,.,.
NANOS1,10,119029716,119033732,N,.,N,Y,.,.,0.180809141,39.3,DM,"Spermatogenic failure 12, 615413 (3)"
NANOS2,19,45913214,45914870,N,.,N,Y,-0.094538075,42.4726515,0.575905924,28.1,.,.
NANOS3,19,13862063,13880757,N,.,N,Y,-0.192077745,36.04213695,0.007905076,56,.,.
NANP,20,25612935,25624175,N,.,N,N,-0.454685281,22.09295595,0.026541647,50.3,.,.
NANS,9,98056739,98083075,N,.,N,N,-0.396420408,24.5991781,0.000176879,70.2,.,.
NAP1L1,12,76036587,76085033,N,.,N,N,-0.539134657,18.60276668,0.993880985,8.9,.,.
NAP1L2,X,73212299,73214848,N,.,N,N,-0.239813643,33.09023557,0.791659154,21.9,.,.
NAP1L3,X,93670930,93673568,N,.,N,N,0.767667839,88.51073682,0.411770226,32.5,.,.
NAP1L4,11,2944431,2992377,N,.,N,N,-0.087839602,42.97621115,0.99573103,8.1,.,.
NAP1L5,4,88695915,88698235,N,.,N,N,-0.151691433,38.58887538,0.78862439,22,.,.
NAP1L6,X,73126037,73128080,N,.,N,N,.,.,.,.,.,.
NAPA,19,47487637,47515240,Y,.,Y,N,-0.345813209,26.95491115,0.974655185,12.4,.,.
NAPB,20,23374519,23421519,N,.,N,Y,-0.064525847,44.79365631,0.989108778,10.1,.,.
NAPEPLD,7,103099776,103149560,N,.,N,Y,-0.101888702,42.01539619,0.062721499,45.7,.,.
NAPG,18,10525905,10552761,N,.,N,N,-0.10763024,41.63338543,0.086131935,44,.,.
NAPRT,8,143574785,143578649,N,.,N,N,.,.,.,.,.,.
NAPSA,19,50358477,50365830,N,.,N,N,0.503288375,80.58111941,7.96E-07,83,.,.
NARF,17,82458180,82490537,N,.,N,N,-0.549200816,18.232332,0.001224919,63.9,.,.
NARFL,16,729753,741329,Y,.,Y,N,0.915164754,91.39318169,1.05E-05,77.9,.,.
NARS,18,57600656,57622213,N,.,N,N,-0.936655249,8.925160618,3.48E-07,84.3,.,.
NARS2,11,78435961,78574874,N,.,N,N,-0.010744443,48.64270417,0.000838256,65.4,FTV,"Combined oxidative phosphorylation deficiency 24, 616239 (3)"
NASP,1,45583846,45618904,Y,.,Y,N,-0.452466161,22.16241246,0.4702163,30.9,.,.
NAT1,8,18170477,18223689,N,.,N,Y,0.049127994,53.35995833,2.85E-10,92.2,DFP,"Orthostatic intolerance, 604715 (3)"
NAT10,11,34105602,34147670,Y,.,Y,N,-0.196106007,35.7180066,1.05E-13,96.1,DM?,.
NAT14,19,55485004,55487568,N,.,N,N,.,.,0.143168129,40.9,.,.
NAT16,7,101170493,101180276,N,.,N,N,-0.654398695,15.22255021,5.91E-05,73.4,.,.
NAT2,8,18391245,18401218,N,Viable,N,Y,1.270564352,95.56057186,0.022607866,51,DFP,"[Acetylation, slow], 243400 (3)"
NAT6,3,50296402,50299421,N,.,N,N,0.397138302,75.69601204,0.402945153,32.7,.,.
NAT8,2,73640832,73642393,N,.,N,N,0.914059295,91.35266539,0.075651692,44.7,.,.
NAT8L,4,2059512,2069089,N,.,N,Y,-0.177071645,36.92770736,0.324677884,35,DM,"?N-acetylaspartate deficiency, 614063 (3)"
NAT9,17,74770547,74776367,N,.,N,N,-0.083207293,43.33506975,0.080661177,44.4,.,.
NATD1,17,21238870,21253410,N,Viable,N,Y,.,.,.,.,.,.
NAV1,1,201622885,201826969,N,.,N,N,-2.225256472,1.24442901,0.999999985,0.8,DM?,.
NAV2,11,19350724,20121598,N,.,N,N,-1.979027737,1.70168432,0.997517125,7.3,DM?,.
NAV3,12,77830905,78213008,N,.,N,N,-3.790405915,0.295190137,0.999999399,1.6,.,.
NBAS,2,15166909,15561330,N,.,N,N,-0.357220576,26.43977542,1.89E-25,99.4,DM?,"Short stature, optic nerve atrophy, and Pelger-Huet anomaly, 614800 (3); Infantile liver failure syndrome 2, 616483 (3)"
NBEA,13,34942287,35673022,Y,.,Y,N,-2.564951658,0.926086705,1,0.2,DM,.
NBEAL1,2,203014879,203226378,N,.,N,N,-0.491458858,20.53597268,1.09E-10,92.9,.,.
NBEAL2,3,46979683,47009703,N,.,N,Y,-1.347422713,4.317879261,0.862533062,19.4,DM,"Gray platelet syndrome, 139090 (3)"
NBL1,1,19640554,19658456,N,.,N,Y,-0.003544497,49.14626382,0.108864873,42.7,.,.
NBN,8,89933336,90003228,Y,.,Y,N,0.626363014,84.95109105,1.74E-10,92.6,DM,.
NBPF1,1,16562319,16613562,N,.,N,N,.,.,.,.,DM,.
NBPF10,1,146064699,146144942,N,.,N,N,.,.,2.81E-13,95.7,.,.
NBPF11,1,148102046,148152322,N,.,N,N,.,.,.,.,.,.
NBPF12,1,146938744,146996202,N,.,N,N,.,.,0.210636207,38.4,.,.
NBPF14,1,148531385,148679751,N,.,N,N,.,.,.,.,.,.
NBPF15,1,144421386,144461674,N,.,N,N,.,.,0.123939064,41.9,.,.
NBPF19,1,149390623,149556361,N,.,N,N,.,.,.,.,.,.
NBPF20,1,145289900,145405778,N,.,N,N,.,.,0.000445919,67.4,.,.
NBPF26,1,120805418,120841481,N,.,N,N,.,.,.,.,.,.
NBPF3,1,21440128,21485005,N,.,N,N,1.53447182,97.1407073,1.98E-11,93.9,.,.
NBPF4,1,108223341,108244081,N,.,N,N,.,.,0.346635144,34.3,.,.
NBPF6,1,108375799,108471002,N,.,N,N,.,.,0.087453851,44,.,.
NBPF9,1,149054027,149103561,N,.,N,N,.,.,.,.,.,.
NBR1,17,43170481,43211689,N,Viable,N,Y,0.061566363,54.27446895,0.000436707,67.5,.,.
NCALD,8,101686543,102124907,Y,Viable,N,Y,-0.193034849,35.95531632,0.817423495,21.1,DFP,.
NCAM1,11,112961247,113278436,Y,.,Y,N,.,.,.,.,DP,.
NCAM2,21,20998315,21543329,N,.,N,Y,-0.505944787,19.98032066,0.922157338,16.6,.,.
NCAN,19,19211973,19252233,N,.,N,Y,-1.154671147,6.042715749,0.154546738,40.4,DP,.
NCAPD2,12,6493356,6531955,N,.,N,N,-0.006311647,48.96683452,5.93E-08,86.8,DM?,.
NCAPD3,11,134150119,134225454,N,.,N,N,-0.781940841,11.94073045,0.073152087,44.8,.,.
NCAPG,4,17810902,17844862,N,.,N,N,-0.669103383,14.78844707,0.618144197,27,.,.
NCAPG2,7,158631311,158704829,Y,.,Y,N,-0.791881927,11.72078486,0.975711233,12.3,.,.
NCAPH,2,96335787,96373845,Y,.,Y,N,-0.082903775,43.369798,0.032163584,49.3,.,.
NCAPH2,22,50508216,50523472,Y,.,Y,N,0.121590173,58.83544597,0.652832373,25.9,.,.
NCBP1,9,97633626,97673748,N,.,N,N,-1.119613893,6.37842218,0.999956109,3.2,.,.
NCBP2,3,196935402,196942597,N,.,N,N,-0.095495045,42.38583087,0.266930249,36.6,.,.
NCBP2-AS2,3,196942623,196943540,N,.,N,N,.,.,.,.,.,.
NCBP2L,X,107777733,107794682,N,.,N,N,.,.,0.12966993,41.6,.,.
NCCRP1,19,39196961,39201884,N,.,N,N,0.567799588,82.98894484,0.000145564,70.7,.,.
NCDN,1,35557473,35567274,Y,.,Y,N,-1.588700427,2.870868785,0.996735084,7.7,.,.
NCEH1,3,172630249,172711218,N,.,N,Y,-0.576495149,17.46252243,0.001074511,64.4,.,.
NCF1,7,74773962,74789315,N,.,N,N,.,.,0.923359561,16.5,DM,"Chronic granulomatous disease due to deficiency of NCF-1, 233700 (3)"
NCF2,1,183555563,183590876,N,.,N,N,0.342853172,73.02193668,8.51E-05,72.4,DM,"Chronic granulomatous disease due to deficiency of NCF-2, 233710 (3)"
NCF4,22,36860988,36878015,Y,Viable,N,Y,0.041776336,52.69433351,7.90E-06,78.7,DM,"Granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type III, 613960 (3)"
NCK1,3,136862208,136949823,N,.,N,Y,-0.308297979,28.9923019,0.001035026,64.6,DFP,.
NCK2,2,105744897,105894274,N,.,N,Y,-0.834478112,10.89309487,0.702843118,24.5,.,.
NCKAP1,2,182909115,183038858,Y,.,Y,N,-1.651459319,2.668287318,0.999999991,0.8,DM?,.
NCKAP1L,12,54497711,54548238,N,.,N,N,-1.093943487,6.650460149,0.990439664,9.9,.,.
NCKAP5,2,132671799,133568463,N,.,N,N,0.984866801,92.59130636,0.524874192,29.3,DM?,.
NCKAP5L,12,49791146,49828750,N,.,N,N,-0.674411145,14.63216994,0.565619252,28.3,.,.
NCKIPSD,3,48673844,48686364,N,.,N,Y,0.154472727,61.33588007,0.007131362,56.5,.,.
NCL,2,231453531,231483641,N,.,N,N,-0.65696586,15.15888175,0.999106738,5.8,.,.
NCLN,19,3185563,3209575,N,.,N,N,-0.723688873,13.31249638,0.509474338,29.7,.,.
NCMAP,1,24556111,24609328,N,.,N,N,0.464520293,79.05307634,0.067267034,45.3,.,.
NCOA1,2,24491914,24770702,N,.,N,Y,-2.471290201,0.995543208,0.999077343,5.8,FP,.
NCOA2,8,70109762,70403805,N,.,N,Y,-1.29083085,4.740406321,0.999997382,2,.,.
NCOA3,20,47501902,47656877,Y,.,Y,N,-0.876059948,10.02488858,0.999916718,3.6,DP,.
NCOA4,10,46005088,46030714,N,.,N,Y,0.044646769,52.94321931,0.008565806,55.5,.,.
NCOA5,20,46060985,46089952,N,.,N,Y,-1.230257993,5.313422469,0.996800144,7.7,.,.
NCOA6,20,34689097,34825649,Y,.,Y,N,-1.654481344,2.645135151,0.990815417,9.8,.,.
NCOA7,6,125781161,125932030,N,Viable,N,Y,-0.635265313,15.78977832,0.960907672,13.9,.,.
NCOR1,17,16029157,16218185,Y,.,Y,N,-2.889730328,0.648260693,0.999999999,0.6,.,.
NCOR2,12,124324415,124567589,Y,.,Y,N,-1.97530893,1.719048446,0.999999722,1.3,.,.
NCR1,19,54906150,54916140,N,.,N,Y,0.278045399,69.20761706,7.82E-05,72.6,.,.
NCR2,6,41335655,41350887,N,.,N,N,0.474082735,79.50454361,0.000163783,70.4,.,.
NCR3,6,31588895,31592985,N,.,N,N,0.363300057,74.07536031,0.001461307,63.1,DFP,"{Malaria, mild, susceptibility to}, 609148 (3)"
NCR3LG1,11,17351726,17377341,N,.,N,N,.,.,.,.,.,.
NCS1,9,130172578,130237304,N,Subviable,Y,N,-0.013918082,48.39381837,0.947220876,15,DM,.
NCSTN,1,160343272,160358952,Y,.,Y,N,-1.070763711,6.899345951,0.999982343,2.8,DM,"Acne inversa, familial, 1, 142690 (3)"
NDC1,1,53765460,53838860,N,.,N,N,-0.578256721,17.40464201,0.937525026,15.7,.,.
NDC80,18,2571511,2616635,N,.,N,N,-0.823146294,11.10725242,0.001486174,63.1,.,.
NDE1,16,15643267,15726353,N,.,N,Y,-0.401052411,24.3502923,0.047109548,47.3,DM,"Lissencephaly 4 (with microcephaly), 614019 (3); ?Microhydranencephaly, 605013 (3)"
NDEL1,17,8413131,8490411,Y,.,Y,N,0.077226532,55.46680558,0.979221293,11.9,.,.
NDFIP1,5,142108505,142154443,N,.,N,Y,-0.148973548,38.82039706,0.920196503,16.7,.,.
NDFIP2,13,79481124,79556075,N,Viable,N,Y,-0.002587674,49.23887249,0.80187873,21.6,.,.
NDN,15,23685400,23687330,Y,.,Y,N,0.131661109,59.52422296,0.470364294,30.8,.,"Prader-Willi syndrome, 176270 (3)"
NDNF,4,121035613,121073021,N,.,N,N,0.125265848,59.15378827,0.152719665,40.5,.,.
NDNL2,15,29268149,29269829,N,.,N,N,0.101649038,57.35370724,0.195522567,38.8,.,.
NDOR1,9,137205670,137217009,N,.,N,N,0.515730143,81.10204318,2.61E-05,75.6,FP,.
NDP,X,43948776,43973504,N,.,N,Y,0.182119845,63.34433061,0.643828841,26.2,DM,"Norrie disease, 310600 (3); Exudative vitreoretinopathy 2, X-linked, 305390 (3)"
NDRG1,8,133237171,133302022,N,.,N,Y,-0.29042075,30.03993749,0.053823241,46.6,DM,"Charcot-Marie-Tooth disease, type 4D, 601455 (3)"
NDRG2,14,21016763,21070872,N,.,N,Y,0.050084766,53.41783875,0.126597034,41.7,.,.
NDRG3,20,36651766,36746078,Y,.,Y,N,-0.345813209,26.95491115,0.919621044,16.7,.,.
NDRG4,16,58462846,58513628,N,Viable,N,Y,-0.327935902,27.84048157,0.019809072,51.8,.,.
NDST1,5,150485818,150558211,Y,.,Y,N,-1.818342664,2.147363547,0.998138372,6.8,DM,"Mental retardation, autosomal recessive 46, 616116 (3)"
NDST2,10,73801911,73811798,N,.,N,Y,-0.400752019,24.36765642,0.052949614,46.7,.,.
NDST3,4,118033618,118258648,N,.,N,Y,-1.10636931,6.482606934,0.020116746,51.6,.,.
NDST4,4,114827763,115113876,N,.,N,N,-0.048107958,45.96284077,0.082339173,44.3,.,.
NDUFA1,X,119871487,119876662,N,.,N,N,0.27215815,68.79087805,0.580718048,28,DM,"Mitochondrial complex I deficiency, 252010 (3)"
NDUFA10,2,239892450,240025402,N,.,N,N,0.163586571,62.05938531,0.00138794,63.4,DM,"?Leigh syndrome, 256000 (3)"
NDUFA11,19,5891276,5904006,N,.,N,N,.,.,0.538189295,28.9,DM,"Mitochondrial complex I deficiency, 252010 (3)"
NDUFA12,12,94897055,95003770,N,.,N,N,0.102455237,57.40579962,0.002015993,61.9,DM,"Leigh syndrome due to mitochondrial complex 1 deficiency, 256000 (3)"
NDUFA13,19,19515736,19529054,Y,.,Y,N,0.225374457,65.97210164,0.000121027,71.3,DM,"{Thyroid carcinoma, Hurthle cell}, 607464 (3)"
NDUFA2,5,140638740,140647785,N,.,N,N,0.268480327,68.6056607,0.339536516,34.6,DM,"Leigh syndrome due to mitochondrial complex I deficiency, 256000 (3)"
NDUFA3,19,54102728,54109257,N,.,N,N,0.631506073,85.09579209,0.001385562,63.4,.,.
NDUFA4,7,10931951,10940256,N,.,N,N,0.008591214,50.15917115,0.480021717,30.6,DM,.
NDUFA4L2,12,57234903,57240715,N,.,N,N,0.168070043,62.3893037,0.014252375,53.4,.,.
NDUFA5,7,123536997,123558255,Y,.,Y,N,0.033970832,52.15025757,0.173963053,39.6,.,.
NDUFA6,22,42085525,42090955,N,.,N,N,0.112828307,58.21033744,0.003259494,60,DM,.
NDUFA7,19,8308768,8321396,N,.,N,N,0.617455056,84.68484112,0.004021957,59.1,.,.
NDUFA8,9,122144058,122159819,N,Lethal,Y,N,-0.056065882,45.38982462,0.202476373,38.7,DM,.
NDUFA9,12,4649095,4694317,N,.,N,N,0.491958596,80.15280431,0.542744184,28.8,DM,"Leigh syndrome due to mitochondrial complex I deficiency, 256000 (3)"
NDUFAB1,16,23581002,23596356,N,.,N,N,0.033970832,52.15025757,0.755255332,23,.,.
NDUFAF1,15,41387349,41402519,N,.,N,N,0.922519097,91.57839903,0.00389629,59.2,DM,"Mitochondrial complex I deficiency, 252010 (3)"
NDUFAF2,5,60945129,61153037,N,.,N,Y,0.057436789,53.89824622,3.86E-07,84.1,DM,"Mitochondrial complex I deficiency, 252010 (3); Leigh syndrome, 256000 (3)"
NDUFAF3,3,49020459,49023495,N,.,N,N,-0.221132832,34.27099612,4.86E-05,74,DM,"Mitochondrial complex I deficiency, 252010 (3)"
NDUFAF4,6,96889313,96897881,N,.,N,N,0.034927599,52.21971407,0.382015185,33.3,DM,"Mitochondrial complex I deficiency, 252010 (3)"
NDUFAF5,20,13784950,13821582,N,.,N,N,-0.054957051,45.47085721,1.00E-05,78,.,"Mitochondrial complex 1 deficiency, 252010 (3)"
NDUFAF6,8,94895767,95116455,N,.,N,N,-0.008177066,48.7989813,2.91E-05,75.3,.,"Leigh syndrome due to mitochondrial complex I deficiency, 256000 (3)"
NDUFAF7,2,37231631,37253403,Y,.,Y,N,0.056782277,53.85194189,1.18E-11,94.2,.,.
NDUFB1,14,92116122,92121917,N,.,N,N,0.06302642,54.36707762,0.311678003,35.4,DM,.
NDUFB10,16,1959508,1961975,N,.,N,N,-0.275568538,30.94287203,0.046629914,47.4,.,.
NDUFB11,X,47142216,47145504,N,.,N,N,0.252517615,67.5696012,0.750858556,23.1,.,"Linear skin defects with multiple congenital anomalies 3, 300952 (3)"
NDUFB2,7,140690777,140722790,N,.,N,N,0.024554204,51.41517625,0.011815067,54.2,.,.
NDUFB3,2,201071433,201085750,N,.,N,N,0.175573187,62.89865139,0.042565284,47.9,DM,"Mitochondrial complex I deficiency, 252010 (3)"
NDUFB4,3,120596309,120602500,N,.,N,N,0.018964694,50.97528506,0.002266066,61.5,.,.
NDUFB5,3,179604690,179627647,N,.,N,N,0.301362114,70.58517104,0.003441089,59.8,.,.
NDUFB6,9,32552999,32573184,N,.,N,N,0.260977174,68.09052498,0.047218448,47.3,DP,.
NDUFB7,19,14566078,14572062,N,.,N,N,0.669023361,86.17815593,0.045465922,47.5,.,.
NDUFB8,10,100523740,100530000,Y,.,Y,N,0.287312299,69.73432888,0.35052858,34.2,.,.
NDUFB9,8,124539103,124568510,N,.,N,N,0.422369205,76.96359322,0.042889447,47.9,DM,"?Mitochondrial complex I deficiency, 252010 (3)"
NDUFC1,4,139266880,139302551,N,.,N,N,0.204629358,64.65242808,0.459572169,31.1,.,.
NDUFC2,11,78068304,78080219,N,.,N,N,0.017051112,50.83058401,0.625235914,26.8,DP,.
NDUFC2-KCTD14,11,78016971,78079865,N,.,N,N,0.069572814,54.86484922,0.626507874,26.7,.,.
NDUFS1,2,206114817,206159603,N,Lethal,Y,N,-1.345541675,4.346819471,3.97E-09,89.8,DM,"Mitochondrial complex I deficiency, 252010 (3)"
NDUFS2,1,161197104,161214395,N,.,N,N,-0.183464709,36.53990855,0.997735395,7.1,DM,"Mitochondrial complex I deficiency, 252010 (3)"
NDUFS3,11,47565336,47584562,Y,.,Y,N,-0.370236728,25.85518319,0.047137034,47.3,DM,"Leigh syndrome due to mitochondrial complex I deficiency, 256000 (3); Mitochondrial complex I deficiency, 252010 (3)"
NDUFS4,5,53560633,53683340,N,.,N,Y,0.196318636,64.16623256,0.004164996,58.9,DM,"Leigh syndrome, 256000 (3); Mitochondrial complex I deficiency, 252010 (3)"
NDUFS5,1,39026318,39034636,N,.,N,N,-0.0579797,45.26827574,0.098217332,43.3,DM,.
NDUFS6,5,1801400,1816605,N,.,N,N,0.073399639,55.17740348,0.000262201,69,DM,"Mitochondrial complex I deficiency, 252010 (3)"
NDUFS7,19,1383527,1395589,N,Lethal,Y,N,0.241337169,66.9618568,0.750835829,23.1,DM,"Leigh syndrome, 256000 (3)"
NDUFS8,11,68030617,68036644,N,.,N,N,-0.166697481,37.63384847,0.014174502,53.4,DM,"Leigh syndrome due to mitochondrial complex I deficiency, 256000 (3)"
NDUFV1,11,67606852,67612535,N,.,N,N,-0.267759536,31.40012734,9.83E-05,71.9,DM,"Mitochondrial complex I deficiency, 252010 (3)"
NDUFV2,18,9102630,9134345,Y,.,Y,N,0.021835061,51.22417086,0.007630223,56.2,DM,"Mitochondrial complex I deficiency, 252010 (3)"
NDUFV3,21,42879644,42913304,N,.,N,N,-0.080184792,43.61289576,4.33E-09,89.7,DM?,.
NEB,2,151485336,151734487,Y,.,Y,N,2.941372194,99.49644035,4.08E-17,97.8,DM,"Nemaline myopathy 2, autosomal recessive, 256030 (3)"
NEBL,10,20779973,21174187,N,.,N,N,0.285362033,69.64172021,5.77E-24,99.2,DM,.
NECAB1,8,90791550,90959408,N,.,N,N,-0.125507302,40.39474446,0.377811814,33.4,.,.
NECAB2,16,83968632,84002776,N,.,N,N,-0.292988049,29.83735602,.,.,.,.
NECAB3,20,33657087,33674463,N,.,N,N,0.46275405,78.96625572,0.797631145,21.8,.,.
NECAP1,12,8082211,8097771,N,.,N,N,0.181312488,63.27487411,0.040911439,48.2,.,"?Epileptic encephalopathy, early infantile, 21, 615833 (3)"
NECAP2,1,16440672,16460078,N,.,N,N,0.253623009,67.679574,6.87E-05,72.9,.,.
NEDD1,12,96907223,96953777,N,.,N,N,-0.401857672,24.31556404,0.221564199,38,.,.
NEDD4,15,55826922,55993746,Y,.,Y,N,0.199953224,64.36881403,6.44E-09,89.4,.,.
NEDD4L,18,58044367,58401540,Y,Subviable,Y,N,-0.676755502,14.5858656,0.999966646,3.1,DM,.
NEDD8,14,24216852,24232454,N,.,N,N,0.097672002,56.94854431,0.429440681,32,.,.
NEDD8-MDP1,14,24213955,24232352,N,.,N,N,.,.,.,.,.,.
NEDD9,6,11183298,11382348,N,.,N,Y,0.077681175,55.50153383,0.534981125,29,DP,.
NEFH,22,29480230,29491390,N,Viable,N,Y,0.162932629,61.98414077,0.001261041,63.8,DM,"?{Amyotrophic lateral sclerosis, susceptibility to}, 105400 (3)"
NEFL,8,24950955,24957110,N,.,N,Y,.,.,.,.,DM,"Charcot-Marie-Tooth disease, type 2E, 607684 (3); Charcot-Marie-Tooth disease, type 1F, 607734 (3)"
NEFM,8,24913012,24919098,N,.,N,Y,-0.200081618,35.49806101,0.035956328,48.8,DM,.
NEGR1,1,71395940,72282734,N,Viable,N,Y,-0.308297979,28.9923019,0.951349395,14.6,DM,.
NEIL1,15,75346955,75357114,N,.,N,Y,0.223761511,65.86212884,0.000108858,71.6,FP,.
NEIL2,8,11769639,11787346,N,.,N,N,1.102755647,93.96886033,2.11E-09,90.4,DM?,.
NEIL3,4,177309836,177362943,N,.,N,Y,0.7745139,88.64386178,3.55E-07,84.3,.,.
NEK1,4,169393275,169612629,Y,.,Y,N,0.483959469,79.85182613,4.22E-12,94.7,DM,"Short-rib thoracic dysplasia 6 with or without polydactyly, 263520 (3)"
NEK10,3,27110085,27369460,N,.,N,N,-0.602679949,16.63483244,0.000236569,69.3,.,.
NEK11,3,131026850,131350465,N,Viable,N,Y,0.261428632,68.11367714,3.82E-17,97.9,.,.
NEK2,1,211658657,211675630,N,.,N,N,0.014483413,50.59906234,8.72E-07,82.8,.,"?Retinitis pigmentosa 67, 615565 (3)"
NEK3,13,52132639,52159861,N,.,N,N,0.945986183,91.92568154,5.06E-10,91.7,FTV,.
NEK4,3,52708449,52770949,N,.,N,N,-0.383024958,25.26480292,1.22E-12,95.2,.,.
NEK5,13,52033611,52129078,N,.,N,N,0.176981701,62.98547201,5.03E-20,98.7,.,.
NEK6,9,124257606,124353307,N,.,N,Y,-0.339267298,27.29640563,0.644137661,26.2,.,.
NEK7,1,198156963,198322420,Y,.,Y,N,-0.312126643,28.79550848,0.707657761,24.4,.,.
NEK8,17,28725897,28743455,Y,.,Y,N,-0.929002374,9.064073624,1.56E-06,81.8,DM,"?Nephronophthisis 9, 613824 (3); ?Renal-hepatic-pancreatic dysplasia 2, 615415 (3)"
NEK9,14,75079353,75127344,Y,.,Y,N,-0.474019054,21.27684204,1.19E-06,82.3,.,.
NELFA,4,1982714,2041903,N,.,N,N,-1.505193607,3.345488221,0.16688872,39.9,.,.
NELFB,9,137255173,137273546,Y,.,Y,N,-0.919734436,9.220350755,0.748854269,23.2,.,.
NELFCD,20,58981208,58995133,N,.,N,N,-0.993965971,7.95855762,0.20597781,38.6,.,.
NELFE,6,31952087,31959110,N,.,N,N,-0.139403663,39.45708167,0.756273167,22.9,.,.
NELL1,11,20669551,21575681,Y,.,Y,N,1.018613082,92.99646929,2.17E-09,90.4,DP,.
NELL2,12,44508275,44921848,N,.,N,Y,-0.532131719,18.89216878,0.999853572,4.1,.,.
NEMF,14,49782083,49853203,N,Lethal,Y,N,-1.192451557,5.660704984,0.981706446,11.5,.,.
NEMP1,12,57055643,57088063,N,.,N,N,.,.,.,.,.,.
NEMP2,2,190504342,190534722,N,.,N,N,.,.,.,.,.,.
NENF,1,212432887,212446379,N,.,N,Y,0.078989305,55.61150663,0.002991004,60.3,.,.
NEO1,15,73051710,73305206,Y,.,Y,N,-1.997292644,1.655379985,0.99985462,4.1,.,.
NES,1,156668763,156677397,Y,Viable,N,Y,0.242257395,67.00816114,2.07E-05,76.1,.,.
NET1,10,5412551,5458463,N,.,N,N,-0.760248704,12.39219772,0.066854195,45.3,.,"Orthostatic intolerance, 604715 (3)"
NETO1,18,72742314,72868146,N,.,N,Y,-0.182507799,36.58042484,0.949402709,14.8,.,.
NETO2,16,47077703,47143997,N,.,N,N,-0.758487286,12.43271401,0.158399551,40.2,.,.
NEU1,6,31857659,31862906,N,.,N,Y,-0.411426546,23.88724894,1.93E-05,76.3,DM,"Sialidosis, type I, 256550 (3); Sialidosis, type II, 256550 (3)"
NEU2,2,233032672,233035057,N,.,N,N,0.616792848,84.65590091,3.09E-12,94.8,FP,.
NEU3,11,74988134,75018893,N,.,N,Y,1.085834749,93.80100712,1.64E-06,81.7,.,.
NEU4,2,241808825,241817413,N,.,N,Y,1.629158242,97.6384789,0.000277583,68.9,.,.
NEURL1,10,103493979,103592552,N,.,N,Y,-0.281960735,30.55507322,.,.,.,.
NEURL1B,5,172641266,172691540,N,.,N,N,.,.,0.370536573,33.6,.,.
NEURL2,20,45888625,45891287,N,Viable,N,Y,-0.280200056,30.62452972,0.002620214,60.9,.,.
NEURL3,2,96497643,96508109,N,.,N,N,.,.,.,.,.,.
NEURL4,17,7315628,7329393,N,.,N,N,-1.941799743,1.782716907,0.999976734,2.9,.,.
NEUROD1,2,181673088,181680876,Y,.,Y,N,0.429063813,77.33981594,0.138071318,41.2,DM,"{Diabetes mellitus, noninsulin-dependent}, 125853 (3); Maturity-onset diabetes of the young 6, 606394 (3)"
NEUROD2,17,39603536,39609777,N,.,N,Y,-0.321544247,28.21670429,0.729792595,23.8,.,.
NEUROD4,12,55019945,55030014,Y,.,Y,N,0.285548454,69.68802454,0.140552619,41.1,.,.
NEUROD6,7,31337461,31340894,N,.,N,N,-0.212672702,34.75719164,0.681645767,25.1,.,.
NEUROG1,5,135534282,135535949,Y,.,Y,N,-0.175157533,37.05504428,5.14E-05,73.8,DM?,.
NEUROG2,4,112513516,112516172,Y,.,Y,N,0.531239379,81.69242345,0.361612797,33.9,.,.
NEUROG3,10,69571698,69573238,Y,.,Y,N,0.006828994,50.02025815,0.001116693,64.3,DM,"Diarrhea 4, malabsorptive, congenital, 610370 (3)"
NEXN,1,77888513,77943895,N,.,N,N,-0.895310436,9.677606066,3.66E-06,80.2,DM,"Cardiomyopathy, dilated, 1CC, 613122 (3); Cardiomyopathy, hypertrophic, 20, 613876 (3)"
NF1,17,31094927,31382116,Y,.,Y,N,-3.519844273,0.376222724,0.999999846,1.2,DM,"Neurofibromatosis, type 1, 162200 (3); Leukemia, juvenile myelomonocytic, 607785 (3); Neurofibromatosis, familial spinal, 162210 (3); Neurofibromatosis-Noonan syndrome, 601321 (3); Watson syndrome, 193520 (3)"
NF2,22,29603556,29698598,Y,.,Y,N,-0.646895469,15.48880014,0.999923343,3.6,DM,"Neurofibromatosis, type 2, 101000 (3); Meningioma, NF2-related, somatic, 607174 (3); Schwannomatosis, 162091 (3)"
NFAM1,22,42380410,42432395,N,.,N,N,-0.255776741,32.13520866,0.026079622,50.3,.,.
NFASC,1,204828651,205022822,Y,.,Y,N,-1.388271535,4.01111304,0.998762678,6.2,.,.
NFAT5,16,69565094,69704666,Y,.,Y,N,-2.438509483,1.018695375,0.999990942,2.5,DM?,.
NFATC1,18,79395856,79529325,Y,.,Y,N,0.263809768,68.25259015,0.969219888,13.1,DM,.
NFATC2,20,51386957,51562831,N,.,N,Y,-0.868689967,10.22747005,0.999251031,5.6,.,.
NFATC2IP,16,28950807,28967097,N,.,N,Y,-0.393703195,24.72072698,0.002327345,61.4,.,.
NFATC3,16,68084751,68229259,Y,Lethal,Y,N,-0.788059657,11.7960294,0.998062458,6.9,.,.
NFATC4,14,24365673,24379604,N,Viable,N,Y,-0.472915409,21.34051051,0.985383664,10.9,DP,.
